name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Daring Leap,{1}{W}{U},3,"W,U",Paolo Parente,101,Instant,Target creature gets +1/+1 and gains flying and first strike until end of turn.,PLS,Most warriors think in only two dimensions. Agnate and his metathran brethren were trained to battle in three.,normal,25822,,,Common,,Instant
Destructive Flow,{B}{R}{G},3,"B,R,G",Don Hazeltine,102,Enchantment,"At the beginning of each player's upkeep, that player sacrifices a nonbasic land.",PLS,Stage two of the Phyrexian invasion included the complete alteration of Dominaria's landscape.,normal,9690,,,Rare,,Enchantment
Doomsday Specter,{2}{U}{B},4,"U,B",Donato Giancola,103,Creature — Specter,"Flying\nWhen Doomsday Specter enters the battlefield, return a blue or black creature you control to its owner's hand.\nWhenever Doomsday Specter deals combat damage to a player, look at that player's hand and choose a card from it. The player discards that card.",PLS,,normal,23051,2,3,Rare,Specter,Creature
Dralnu's Crusade,{1}{B}{R},3,"B,R",Arnie Swekel,104,Enchantment,Goblin creatures get +1/+1.\nAll Goblins are black and are Zombies in addition to their other creature types.,PLS,"""Don't you agree that mogg intellects are improved by zombification?""\n—Lord Dralnu",normal,26840,,,Rare,,Enchantment
Dromar's Charm,{W}{U}{B},3,"W,U,B",David Martin,105,Instant,Choose one —\n• You gain 5 life.\n• Counter target spell.\n• Target creature gets -2/-2 until end of turn.,"PLS,C13",,normal,25862,,,Uncommon,,Instant
Eladamri's Call,{G}{W},2,"W,G",Kev Walker,106,Instant,"Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.",PLS,Tribal rivalries and petty disputes were laid aside at Eladamri's summons.,normal,25646,,,Rare,,Instant
"Ertai, the Corrupted",{2}{W}{U}{B},5,"W,U,B",Mark Tedin,107,Legendary Creature — Human Wizard,"{U}, {T}, Sacrifice a creature or enchantment: Counter target spell.",PLS,"Altered by Phyrexian science, corrupted by black mana, and twisted by rage, Ertai still looked in the mirror and saw only glory.",normal,25614,3,4,Rare,"Human,Wizard",Creature
Fleetfoot Panther,{1}{G}{W},3,"W,G",Mark Brill,108,Creature — Cat,"Flash\nWhen Fleetfoot Panther enters the battlefield, return a green or white creature you control to its owner's hand.","PLS,DDH",,normal,26479,3,4,Uncommon,Cat,Creature
Gerrard's Command,{G}{W},2,"W,G",Roger Raupp,109,Instant,Untap target creature. It gets +3/+3 until end of turn.,"PLS,DDE","""Unless you like the idea of becoming some goblin's lunch, get up and move!""",normal,25873,,,Common,,Instant
Horned Kavu,{R}{G},2,"R,G",Michael Sutfin,110,Creature — Kavu,"When Horned Kavu enters the battlefield, return a red or green creature you control to its owner's hand.",PLS,"""That didn't happen naturally,"" said Multani. ""Rath's overlay is interfering with the Æther itself.""",normal,25928,3,4,Common,Kavu,Creature
Hull Breach,{R}{G},2,"R,G",Brian Snõddy,111,Sorcery,Choose one —\n• Destroy target artifact.\n• Destroy target enchantment.\n• Destroy target artifact and target enchantment.,"PLS,HOP,CMD,C13","""Crovax knows we're coming now,"" said a grinning Sisay. ""I just sent the Predator crashing into his stronghold.""",normal,25872,,,Common,,Sorcery
Keldon Twilight,{1}{B}{R},3,"B,R",Franz Vohwinkel,112,Enchantment,"At the beginning of each player's end step, if no creatures attacked this turn, that player sacrifices a creature he or she controlled since the beginning of the turn.",PLS,,normal,21323,,,Rare,,Enchantment
Lava Zombie,{1}{B}{R},3,"B,R",Tom Wänerstrand,113,Creature — Zombie,"When Lava Zombie enters the battlefield, return a black or red creature you control to its owner's hand.\n{2}: Lava Zombie gets +1/+0 until end of turn.",PLS,,normal,25927,4,3,Common,Zombie,Creature
Malicious Advice,{X}{U}{B},2,"U,B",Glen Angus,114,Instant,"Tap X target artifacts, creatures, and/or lands. You lose X life.",PLS,"""Rule through fear, Darigaaz. Only if the dragons feel terror will they truly be your servants.""\n—Tevesh Szat",normal,25870,,,Common,,Instant
Marsh Crocodile,{2}{U}{B},4,"U,B",Kev Walker,115,Creature — Crocodile,"When Marsh Crocodile enters the battlefield, return a blue or black creature you control to its owner's hand.\nWhen Marsh Crocodile enters the battlefield, each player discards a card.",PLS,,normal,25934,4,4,Uncommon,Crocodile,Creature
Meddling Mage,{W}{U},2,"W,U",Christopher Moeller,116,Creature — Human Wizard,"As Meddling Mage enters the battlefield, name a nonland card.\nThe named card can't be cast.","pJGP,PLS,ARB",Meddling mages chant so loudly that no one can get a spell in edgewise.,normal,26591,2,2,Rare,"Human,Wizard",Creature
Natural Emergence,{2}{R}{G},4,"R,G",Heather Hudson,117,Enchantment,"When Natural Emergence enters the battlefield, return a red or green enchantment you control to its owner's hand.\nLands you control are 2/2 creatures with first strike. They're still lands.",PLS,,normal,26410,,,Rare,,Enchantment
Phyrexian Tyranny,{U}{B}{R},3,"U,B,R",Kev Walker,118,Enchantment,"Whenever a player draws a card, that player loses 2 life unless he or she pays {2}.",PLS,"""He is Yawgmoth's reward to me. I shall kill him a hundred times a day.""\n—Crovax, to Ertai",normal,26281,,,Rare,,Enchantment
Questing Phelddagrif,{1}{G}{W}{U},4,"W,U,G",Matt Cavotta,119,Creature — Phelddagrif,{G}: Questing Phelddagrif gets +1/+1 until end of turn. Target opponent puts a 1/1 green Hippo creature token onto the battlefield.\n{W}: Questing Phelddagrif gains protection from black and from red until end of turn. Target opponent gains 2 life.\n{U}: Questing Phelddagrif gains flying until end of turn. Target opponent may draw a card.,"pPRE,PLS",,normal,27634,4,4,Rare,Phelddagrif,Creature
Radiant Kavu,{R}{G}{W},3,"W,R,G",Ron Spencer,120,Creature — Kavu,{R}{G}{W}: Prevent all combat damage blue creatures and black creatures would deal this turn.,PLS,"When angered or frightened, it protects itself with a burst of blinding light.",normal,12691,3,3,Rare,Kavu,Creature
Razing Snidd,{4}{B}{R},6,"B,R",Alan Pollack,121,Creature — Beast,"When Razing Snidd enters the battlefield, return a black or red creature you control to its owner's hand.\nWhen Razing Snidd enters the battlefield, each player sacrifices a land.",PLS,,normal,25937,3,3,Uncommon,Beast,Creature
Rith's Charm,{R}{G}{W},3,"W,R,G",David Martin,122,Instant,Choose one —\n• Destroy target nonbasic land.\n• Put three 1/1 green Saproling creature tokens onto the battlefield.\n• Prevent all damage a source of your choice would deal this turn.,"PLS,DDE",,normal,25865,,,Uncommon,,Instant
Sawtooth Loon,{2}{W}{U},4,"W,U",Heather Hudson,123,Creature — Bird,"Flying\nWhen Sawtooth Loon enters the battlefield, return a white or blue creature you control to its owner's hand.\nWhen Sawtooth Loon enters the battlefield, draw two cards, then put two cards from your hand on the bottom of your library.","PLS,DDI",,normal,25933,2,2,Uncommon,Bird,Creature
Shivan Wurm,{3}{R}{G},5,"R,G",Scott M. Fischer,124,Creature — Wurm,"Trample\nWhen Shivan Wurm enters the battlefield, return a red or green creature you control to its owner's hand.","PLS,VMA",,normal,25924,7,7,Rare,Wurm,Creature
Silver Drake,{1}{W}{U},3,"W,U",Alan Pollack,125,Creature — Drake,"Flying\nWhen Silver Drake enters the battlefield, return a white or blue creature you control to its owner's hand.","pMEI,PLS",,normal,25925,3,3,Common,Drake,Creature
Sparkcaster,{2}{R}{G},4,"R,G",Adam Rex,126,Creature — Kavu,"When Sparkcaster enters the battlefield, return a red or green creature you control to its owner's hand.\nWhen Sparkcaster enters the battlefield, it deals 1 damage to target player.",PLS,,normal,25935,5,3,Uncommon,Kavu,Creature
Steel Leaf Paladin,{4}{G}{W},6,"W,G",Paolo Parente,127,Creature — Elf Knight,"First strike\nWhen Steel Leaf Paladin enters the battlefield, return a green or white creature you control to its owner's hand.",PLS,,normal,25929,4,4,Common,"Elf,Knight",Creature
Terminate,{B}{R},2,"B,R",DiTerlizzi,128,Instant,Destroy target creature. It can't be regenerated.,"pFNM,PLS,pMPR,ARB,ARC,CMD,DDK","Like his mother before him, Darigaaz gave his life defending Dominaria from the tyranny of self-styled ""gods.""",normal,25871,,,Common,,Instant
Treva's Charm,{G}{W}{U},3,"W,U,G",David Martin,129,Instant,"Choose one —\n• Destroy target enchantment.\n• Exile target attacking creature.\n• Draw a card, then discard a card.","PLS,DDE",,normal,25866,,,Uncommon,,Instant
Urza's Guilt,{2}{U}{B},4,"U,B",Paolo Parente,130,Sorcery,"Each player draws two cards, then discards three cards, then loses 4 life.",PLS,"Deep in Yawgmoth's realm, Urza stopped dead in his tracks and rubbed his soot-filled eyes. ""Mishra?""",normal,25918,,,Rare,,Sorcery
Draco,{16},16,,Sam Wood,131,Artifact Creature — Dragon,"Domain — Draco costs {2} less to cast for each basic land type among lands you control.\nFlying\nDomain — At the beginning of your upkeep, sacrifice Draco unless you pay {10}. This cost is reduced by {2} for each basic land type among lands you control.","PLS,DRB",,normal,25797,9,9,Rare,Dragon,"Artifact,Creature"
Mana Cylix,{1},1,,Donato Giancola,132,Artifact,"{1}, {T}: Add one mana of any color to your mana pool.","PLS,CON","Overflowing with visions of the possible future, it lends power to those in the present.",normal,26381,,,Uncommon,,Artifact
Skyship Weatherlight,{4},4,,Mark Tedin,133,Legendary Artifact,"When Skyship Weatherlight enters the battlefield, search your library for any number of artifact and/or creature cards and exile them. Then shuffle your library.\n{4}, {T}: Choose a card at random that was exiled with Skyship Weatherlight. Put that card into its owner's hand.",PLS,,normal,26480,,,Rare,,Artifact
Star Compass,{2},2,,Donato Giancola,134,Artifact,Star Compass enters the battlefield tapped.\n{T}: Add to your mana pool one mana of any color that a basic land you control could produce.,"PLS,8ED",It doesn't point north. It points home.,normal,25880,,,Uncommon,,Artifact
Stratadon,{10},10,,Brian Snõddy,135,Artifact Creature — Beast,Domain — Stratadon costs {1} less to cast for each basic land type among lands you control.\nTrample,PLS,Designed like the gargadons of Keld—big and brutal.,normal,25869,5,5,Uncommon,Beast,"Artifact,Creature"
Crosis's Catacombs,,,"U,B,R","Edward P. Beard, Jr.",136,Land — Lair,"When Crosis's Catacombs enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.\n{T}: Add {U}, {B}, or {R} to your mana pool.",PLS,,normal,25936,,,Uncommon,Lair,Land
Darigaaz's Caldera,,,"B,R,G",Franz Vohwinkel,137,Land — Lair,"When Darigaaz's Caldera enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.\n{T}: Add {B}, {R}, or {G} to your mana pool.",PLS,,normal,25938,,,Uncommon,Lair,Land
Dromar's Cavern,,,"W,U,B",Franz Vohwinkel,138,Land — Lair,"When Dromar's Cavern enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.\n{T}: Add {W}, {U}, or {B} to your mana pool.",PLS,,normal,25932,,,Uncommon,Lair,Land
Forsaken City,,,,Dana Knutson,139,Land,"Forsaken City doesn't untap during your untap step.\nAt the beginning of your upkeep, you may exile a card from your hand. If you do, untap Forsaken City.\n{T}: Add one mana of any color to your mana pool.",PLS,,normal,25893,,,Rare,,Land
Meteor Crater,,,,John Avon,140,Land,{T}: Choose a color of a permanent you control. Add one mana of that color to your mana pool.,PLS,Legend has it that meteor craters are haunted by the ghosts of those who died on impact.,normal,25979,,,Rare,,Land
Rith's Grove,,,"R,G,W",Scott Bailey,141,Land — Lair,"When Rith's Grove enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.\n{T}: Add {R}, {G}, or {W} to your mana pool.",PLS,,normal,25939,,,Uncommon,Lair,Land
Terminal Moraine,,,,Scott Bailey,142,Land,"{T}: Add {C} to your mana pool.\n{2}, {T}, Sacrifice Terminal Moraine: Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.",PLS,,normal,25980,,,Uncommon,,Land
Treva's Ruins,,,"G,W,U",Jerry Tiritilli,143,Land — Lair,"When Treva's Ruins enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.\n{T}: Add {G}, {W}, or {U} to your mana pool.",PLS,,normal,25940,,,Uncommon,Lair,Land
"Tahngarth, Talruum Hero",{3}{R}{R},5,R,Kev Walker,★74,Legendary Creature — Minotaur Warrior,"Vigilance\n{1}{R}, {T}: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth.",PLS,,normal,29291,4,4,Rare,"Minotaur,Warrior",Creature
"Ertai, the Corrupted",{2}{W}{U}{B},5,"W,U,B",Kev Walker,★107,Legendary Creature — Human Wizard,"{U}, {T}, Sacrifice a creature or enchantment: Counter target spell.",PLS,"Altered by Phyrexian science, corrupted by black mana, and twisted by rage, Ertai still looked in the mirror and saw only glory.",normal,29292,3,4,Rare,"Human,Wizard",Creature
Skyship Weatherlight,{4},4,,Kev Walker,★133,Legendary Artifact,"When Skyship Weatherlight enters the battlefield, search your library for any number of artifact and/or creature cards and exile them. Then shuffle your library.\n{4}, {T}: Choose a card at random that was exiled with Skyship Weatherlight. Put that card into its owner's hand.",PLS,,normal,29293,,,Rare,,Artifact
